src_form,tgt_form,tgt_lang,meaning,sem_field,sem_cat,ID,Target_Form_ID,Target_Form_Row_ID,Target_WOLD_ID,Target_Language_ID_CLDF,Target_Glottocode,Source_Language,Source_Glottocode,Parameter_ID,Concepticon_ID,Concepticon_Gloss,Target_Borrowed,Target_Borrowed_Score,Borrowing_Comment,Borrowing_Source,label_loan,neg_type,pair_source,src_form_norm,tgt_form_norm,row_uid
tas,mogaji,Vietnamese,late,Time,Function word,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tas,mogaji,noncognate_external_0006878
туwуни́,tːʉ͡wʕɛ˥˩,Ket,the shovel,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,туwуни́,tːʉ͡wʕɛ˥˩,cognate_external_0005620
ɕyrɛ́k,hà,Gawwada,the chain,Basic actions and technology,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ɕyrɛ́k,hà,noncognate_external_0006387
jÎfi ?,kàwîn,Kanuri,the corpse,The body,Noun,17719.0,Kanuri-4-77-2,23597.0,5.0,5.0,cent2050,Arabic,stan1318,4-77,767.0,CORPSE,3. perhaps borrowed,0.5,,,1,positive,wold_positive,jÎfi ?,kàwîn,pos_0016836
tokje,чиря̀,Malagasy,to write,Speech and language,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tokje,чиря̀,noncognate_external_0006161
aɣoga,ɨraːx,Romanian,greedy,Emotions and values,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aɣoga,ɨraːx,noncognate_external_0001641
tnai,thaŋǎy,Thai,the sun,The physical world,Noun,20643.0,Thai-1-52-5,54818.0,23.0,23.0,thai1261,Old Khmer,,1-52,1343.0,SUN,1. clearly borrowed,1.0,,,1,positive,wold_positive,tnai,thaŋǎy,pos_0019641
ȡ͚͡ʑ̞̆̆ɪ̆ɹ̠̆̆ɰæ̽q̟ˁh,sürex,Q'eqchi',the hand,The body,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ȡ͚͡ʑ̞̆̆ɪ̆ɹ̠̆̆ɰæ̽q̟ˁh,sürex,cognate_external_0006526
"jürak,",xuršid,Mapudungun,the ball,Spatial relations,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,"jürak,",xuršid,noncognate_external_0007426
"主, zhǔ",chủ,Vietnamese,the master,Social and political relations,Noun,6756.0,Vietnamese-19-41-1,59623.0,24.0,24.0,viet1252,Chinese,mand1415,19-41,383.0,MASTER,1. clearly borrowed,1.0,,,1,positive,wold_positive,"主, zhǔ",chủ,pos_0006444
akšə̑lgə̑ftə̑ms,ascha,Hausa,the film/movie,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akšə̑lgə̑ftə̑ms,ascha,cognate_external_0009553
aga,mō[nǯ]ika,Takia,the river or stream,The physical world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aga,mō[nǯ]ika,noncognate_external_0005084
grandis,grandchild,English,the grandchild,Kinship,Noun,14684.0,English-2-5-1,7072.0,13.0,13.0,stan1293,Latin,,2-5,1617.0,GRANDCHILD,5. no evidence for borrowing,0.0,,,1,positive,wold_positive,grandis,grandchild,pos_0014024
botón,wutum,Wichí,the button,Clothing and grooming,Noun,12477.0,Wichi-6-62-1,61823.0,40.0,40.0,wich1264,Spanish,stan1288,6-62,757.0,BUTTON,1. clearly borrowed,1.0,,,1,positive,wold_positive,botón,wutum,pos_0011927
ошо,akša,Vietnamese,the jug/pitcher,Food and drink,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ошо,akša,cognate_external_0010008
akšə,aksu,Japanese,the younger sibling,Kinship,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,akšə,aksu,noncognate_external_0009600
tʃjyrjekh,heart,Selice Romani,to embrace,Emotions and values,Verb,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tʃjyrjekh,heart,cognate_external_0001398
telephone,kelepona,Hawaiian,the telephone,Modern world,Noun,7947.0,Hawaiian-23-12-1,13740.0,30.0,30.0,hawa1245,English,stan1293,23-12,1379.0,TELEPHONE,1. clearly borrowed,1.0,,,1,positive,wold_positive,telephone,kelepona,pos_0007564
узакъ,músúmp,Thai,the freeman,Social and political relations,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,узакъ,músúmp,noncognate_external_0008065
mīr,dscholo,Ceq Wong,the wind,The physical world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mīr,dscholo,noncognate_external_0003204
tʃjyrjekh,λύκος,Japanese,the smoke,The physical world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tʃjyrjekh,λύκος,noncognate_external_0010095
syrex,жöряк,Tarifiyt Berber,a hundred,Quantity,Function word,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,syrex,жöряк,cognate_external_0000818
akšə̑lgə̑ftan,ἥλιος,Indonesian,the tent,The house,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,akšə̑lgə̑ftan,ἥλιος,noncognate_external_0006418
nuleg,nurlu yuwa-,Gurindji,to wrap,Motion,Verb,20341.0,Gurindji-10-14-1,10179.0,31.0,31.0,guri1247,Miriwung,miri1266,10-14,1113.0,WRAP,2. probably borrowed,0.75,,,1,positive,wold_positive,nuleg,nurlu yuwa-,pos_0019343
dromos,drum,Romanian,the path,Motion,Noun,15350.0,Romanian-10-72-1,43936.0,8.0,8.0,roma1327,Greek,mode1248,10-72,2252.0,PATH,1. clearly borrowed,1.0,,,1,positive,wold_positive,dromos,drum,pos_0014689
о́шо,akšə̑ldə̑ms,Selice Romani,the horse,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,о́шо,akšə̑ldə̑ms,cognate_external_0010029
aɣula,aɣulǯa,Selice Romani,the midday,Time,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aɣula,aɣulǯa,noncognate_external_0002340
tieg? 代,toki,Japanese,the time,Time,Noun,2080.0,Japanese-14-11-1,21113.0,21.0,21.0,nucl1643,Chinese,mand1415,14-11,892.0,TIME,3. perhaps borrowed,0.5,,,1,positive,wold_positive,tieg? 代,toki,pos_0002033
suruali,surwaali,Iraqw,the trousers,Clothing and grooming,Noun,1659.0,Iraqw-6-48-1,18885.0,2.0,2.0,iraq1241,Swahili,swah1253,6-48,809.0,TROUSERS,1. clearly borrowed,1.0,,,1,positive,wold_positive,suruali,surwaali,pos_0001626
ħadd,řħədd (2),Tarifiyt Berber,the boundary,Social and political relations,Noun,13855.0,TarifiytBerber-19-17-1,2733.0,6.0,6.0,tari1263,Classical Arabic,,19-17,1010.0,BOUNDARY,1. clearly borrowed,1.0,,,1,positive,wold_positive,ħadd,řħədd (2),pos_0013238
gornbun,kalpun,Gurindji,the hawk,Animals,Noun,20272.0,Gurindji-3-585-1,9791.0,31.0,31.0,guri1247,Wardaman,ward1246,3-585,307.0,HAWK,2. probably borrowed,0.75,,,1,positive,wold_positive,gornbun,kalpun,pos_0019274
λύκος,aɣula,Tarifiyt Berber,to disappear,Motion,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,λύκος,aɣula,noncognate_external_0004444
tsasouna,ceassan,Kildin Saami,the church,Religion and belief,Noun,4416.0,KildinSaami-22-131-1,27415.0,14.0,14.0,kild1236,Karelian,kare1335,22-131,1349.0,CHURCH,2. probably borrowed,0.75,,,1,positive,wold_positive,tsasouna,ceassan,pos_0004317
jákor',joakar,Kildin Saami,the anchor,Motion,Noun,4259.0,KildinSaami-10-89-1,26897.0,14.0,14.0,kild1236,Russian,russ1263,10-89,1870.0,ANCHOR,1. clearly borrowed,1.0,,,1,positive,wold_positive,jákor',joakar,pos_0004165
lap,mengelap,Indonesian,to wipe,Basic actions and technology,Verb,9756.0,Indonesian-9-311-1,17291.0,27.0,27.0,indo1316,Dutch,dutc1256,9-311,1454.0,WIPE,1. clearly borrowed,1.0,,,1,positive,wold_positive,lap,mengelap,pos_0009333
Heng(e)st,hengist,Lower Sorbian,the stallion,Animals,Noun,18071.0,LowerSorbian-3-42-1,27773.0,10.0,10.0,lowe1385,New High German,stan1295,3-42,936.0,STALLION,1. clearly borrowed,1.0,,,1,positive,wold_positive,Heng(e)st,hengist,pos_0017174
ʨʏrek,юрáкъ,Indonesian,early,Time,Function word,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ʨʏrek,юрáкъ,cognate_external_0001491
dscholo,mundaɣa,White Hmong,cheap,Possession,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,dscholo,mundaɣa,noncognate_external_0002692
tuγəkiːt,kɵj,Vietnamese,the plaintiff,Law,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tuγəkiːt,kɵj,noncognate_external_0005484
tuge,tokje,Takia,the toilet,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,tuge,tokje,cognate_external_0000063
múina,ɟʝyrek,Selice Romani,the paper,Speech and language,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,múina,ɟʝyrek,noncognate_external_0004285
vsak,sako,Selice Romani,each or every,Quantity,Function word,21259.0,SeliceRomani-13-99903-1,48936.0,9.0,9.0,west2376,Slovenian,slov1268,13-99903,,,1. clearly borrowed,1.0,,,1,positive,wold_positive,vsak,sako,pos_0020257
jiāchù,kachiku,Japanese,the livestock,Animals,Noun,1824.0,Japanese-3-15-1,19920.0,21.0,21.0,nucl1643,Chinese,mand1415,3-15,631.0,LIVESTOCK,1. clearly borrowed,1.0,,,1,positive,wold_positive,jiāchù,kachiku,pos_0001783
ἥλιος,mū,Selice Romani,the vegetables,Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ἥλιος,mū,noncognate_external_0000673
fratello,ᵻra:x,Dutch,the table,The house,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,fratello,ᵻra:x,noncognate_external_0004757
жӱрöк,юрáкъ,Romanian,the canoe,Motion,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,жӱрöк,юрáкъ,cognate_external_0007923
tastár,tʃerekh,Tarifiyt Berber,the cockroach,Animals,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,tastár,tʃerekh,noncognate_external_0000821
mək,чиря̀,Yaqui,the spectacles/glasses,Modern world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mək,чиря̀,noncognate_external_0000932
jөrǽk,ʨyrɛ́k,Takia,the handkerchief or rag,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jөrǽk,ʨyrɛ́k,cognate_external_0007025
tournevis,tournavis,Seychelles Creole,the screwdriver,Modern world,Noun,19577.0,SeychellesCreole-23-555-1,51568.0,7.0,7.0,sese1246,French,stan1290,23-555,836.0,SCREWDRIVER,3. perhaps borrowed,0.5,,,1,positive,wold_positive,tournevis,tournavis,pos_0018625
Schwiegermutter,šwigermuter(ka),Lower Sorbian,the mother-in-law (of a woman),Kinship,Noun,18441.0,LowerSorbian-2-621-3,27703.0,10.0,10.0,lowe1385,New High German,stan1295,2-621,2256.0,MOTHER-IN-LAW (OF WOMAN),1. clearly borrowed,1.0,,,1,positive,wold_positive,Schwiegermutter,šwigermuter(ka),pos_0017531
akšə̑ptə̑ms,aɣulǯa,Tarifiyt Berber,the fermented drink,Food and drink,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,akšə̑ptə̑ms,aɣulǯa,noncognate_external_0007996
syrex,ǯola,Romanian,the sweet potato,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,syrex,ǯola,noncognate_external_0006046
qawiy,kawen,Mapudungun,to row,Motion,Verb,21506.0,Mapudungun-10-852-1,64280.0,41.0,41.0,mapu1245,Quechua,,10-852,1849.0,ROW,2. probably borrowed,0.75,,,1,positive,wold_positive,qawiy,kawen,pos_0020504
жöряк,uraχ,Sakha,the airplane,Modern world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,жöряк,uraχ,noncognate_external_0007443
джюрякъ,tʃjyrjekh,Kali'na,the milk,Food and drink,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,джюрякъ,tʃjyrjekh,cognate_external_0006749
mínsə́rá,ыраах,Selice Romani,the mood,Emotions and values,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mínsə́rá,ыраах,noncognate_external_0002001
baisigri,baisígi,Saramaccan,the bicycle,Modern world,Noun,5044.0,Saramaccan-23-13-1,47725.0,36.0,36.0,sara1340,Sranan,sran1240,23-13,747.0,BICYCLE,1. clearly borrowed,1.0,,,1,positive,wold_positive,baisigri,baisígi,pos_0004846
yùfú,yūfuku,Japanese,rich,Possession,Adjective,2622.0,Japanese-11-51-2,20907.0,21.0,21.0,nucl1643,Chinese,mand1415,11-51,712.0,RICH,3. perhaps borrowed,0.5,,,1,positive,wold_positive,yùfú,yūfuku,pos_0002540
botão,botan,Japanese,the button,Clothing and grooming,Noun,1946.0,Japanese-6-62-1,20446.0,21.0,21.0,nucl1643,Portuguese,port1283,6-62,757.0,BUTTON,1. clearly borrowed,1.0,,,1,positive,wold_positive,botão,botan,pos_0001904
ɯɾᴀːẍ̠,jəraq,Mapudungun,the hat or cap,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ɯɾᴀːẍ̠,jəraq,cognate_external_0003182
tepung,tpuŋ,Ceq Wong,the flour,Food and drink,Noun,9049.0,CeqWong-5-55-1,4756.0,26.0,26.0,chew1245,Malay,stan1306,5-55,1594.0,FLOUR,1. clearly borrowed,1.0,,,1,positive,wold_positive,tepung,tpuŋ,pos_0008643
cyrek,mǖkǖ,Seychelles Creole,the pen,Speech and language,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,cyrek,mǖkǖ,noncognate_external_0006501
nəmpv,йөрәк,Saramaccan,happy,Emotions and values,Adjective,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,nəmpv,йөрәк,noncognate_external_0001865
xunna,aqənnin,Tarifiyt Berber,the nasal mucus,The body,Noun,13493.0,TarifiytBerber-4-232-1,1609.0,6.0,6.0,tari1263,Classical Arabic,,4-232,208.0,NASAL MUCUS (SNOT),1. clearly borrowed,1.0,,,1,positive,wold_positive,xunna,aqənnin,pos_0012927
lho,lho,Manange,the south,Spatial relations,Noun,77.0,Manange-12-48-1,31711.0,17.0,17.0,mana1288,Tibetan,,12-48,1595.0,SOUTH,3. perhaps borrowed,0.5,,,1,positive,wold_positive,lho,lho,pos_0000076
buhaj,buhai,Romanian,the bull,Animals,Noun,11432.0,Romanian-3-21-2,42933.0,8.0,8.0,roma1327,Ukrainian,ukra1253,3-21,1008.0,BULL,1. clearly borrowed,1.0,,,1,positive,wold_positive,buhaj,buhai,pos_0010891
акша,häd ́žvä,Bezhta,more,Quantity,Function word,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,акша,häd ́žvä,noncognate_external_0008567
spathe,spate,Romanian,the back,The body,Noun,11489.0,Romanian-4-19-1,43077.0,8.0,8.0,roma1327,Greek,mode1248,4-19,1291.0,BACK,1. clearly borrowed,1.0,,,1,positive,wold_positive,spathe,spate,pos_0010947
necessitatem,necesitate,Romanian,the need or necessity,Cognition,Noun,12143.0,Romanian-17-45-2,44510.0,8.0,8.0,roma1327,Latin,,17-45,643.0,NEED (NOUN),1. clearly borrowed,1.0,,,1,positive,wold_positive,necessitatem,necesitate,pos_0011594
kɔtu,sürekx,White Hmong,the button,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,kɔtu,sürekx,noncognate_external_0004703
xejvani,xewani,Bezhta,the vine,Agriculture and vegetation,Noun,18719.0,Bezhta-8-67-1,3581.0,15.0,15.0,bezh1248,Georgian,nucl1302,8-67,343.0,VINE,1. clearly borrowed,1.0,,,1,positive,wold_positive,xejvani,xewani,pos_0017802
aɣula,urɑ:χ,Tarifiyt Berber,to throw,Motion,Verb,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aɣula,urɑ:χ,noncognate_external_0002298
ʂʉrɐq,mùnkí,Japanese,the farmer,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ʂʉrɐq,mùnkí,noncognate_external_0005682
aʃo,akšəmə̑ms,Oroqen,the pocket,Clothing and grooming,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,aʃo,akšəmə̑ms,cognate_external_0004357
"elephas, -ntos",helfant,Old High German,the elephant,Animals,Noun,15143.0,OldHighGerman-3-77-1,35803.0,11.0,11.0,oldh1241,Greek,mode1248,3-77,1290.0,ELEPHANT,1. clearly borrowed,1.0,,,1,positive,wold_positive,"elephas, -ntos",helfant,pos_0014482
zarcilllo,sarsillu,Imbabura Quechua,the earring,Clothing and grooming,Noun,16447.0,ImbaburaQuechua-6-77-1,15559.0,37.0,37.0,imba1240,Spanish,stan1288,6-77,770.0,EARRING,1. clearly borrowed,1.0,,,1,positive,wold_positive,zarcilllo,sarsillu,pos_0015648
busuk,soʔ,Ceq Wong,rotten,Food and drink,Adjective,9055.0,CeqWong-5-125-1,4723.0,26.0,26.0,chew1245,Malay,stan1306,5-125,1728.0,ROTTEN,4. very little evidence for borrowing,0.25,,,1,positive,wold_positive,busuk,soʔ,pos_0008649
estufa,stufa,Otomi,the stove,The house,Noun,16761.0,Otomi-7-32-1,38978.0,35.0,35.0,mezq1235,Spanish,stan1288,7-32,859.0,STOVE,1. clearly borrowed,1.0,,,1,positive,wold_positive,estufa,stufa,pos_0015962
jerәk,trēs,Tarifiyt Berber,the army,Warfare and hunting,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,jerәk,trēs,noncognate_external_0010222
aɣula,hjerte,Romanian,the branch,Agriculture and vegetation,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aɣula,hjerte,noncognate_external_0003541
áládèe,áládə̀,Kanuri,the pig,Animals,Noun,17696.0,Kanuri-3-35-1,23374.0,5.0,5.0,cent2050,Hausa,haus1257,3-35,1337.0,PIG,1. clearly borrowed,1.0,,,1,positive,wold_positive,áládèe,áládə̀,pos_0016822
qəlləb,qəǧǧəƀ,Tarifiyt Berber,to try,Cognition,Verb,6067.0,TarifiytBerber-17-48-2,2661.0,6.0,6.0,tari1263,Arabic (Moroccan),moro1292,17-48,1812.0,TRY,1. clearly borrowed,1.0,,,1,positive,wold_positive,qəlləb,qəǧǧəƀ,pos_0005761
entenada,intinada,Imbabura Quechua,the stepdaughter,Kinship,Noun,16335.0,ImbaburaQuechua-2-74-1,15184.0,37.0,37.0,imba1240,Spanish,stan1288,2-74,1058.0,STEPDAUGHTER,1. clearly borrowed,1.0,,,1,positive,wold_positive,entenada,intinada,pos_0015539
múrúi,akšə,Tarifiyt Berber,the good luck,Emotions and values,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,múrúi,akšə,noncognate_external_0005199
gazeta,gazet,Archi,the newspaper,Modern world,Noun,8907.0,Archi-23-6-1,1240.0,16.0,16.0,arch1244,Russian,russ1263,23-6,1298.0,NEWSPAPER,1. clearly borrowed,1.0,,,1,positive,wold_positive,gazeta,gazet,pos_0008504
frère,lobo,Q'eqchi',the parrot,Animals,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,frère,lobo,noncognate_external_0010088
túkschu,aɣula,Bezhta,the netbag,Basic actions and technology,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,túkschu,aɣula,noncognate_external_0009614
siddhir astu,merestui,Indonesian,to bless,Religion and belief,Verb,14627.0,Indonesian-22-23-2,18307.0,27.0,27.0,indo1316,Sanskrit,sans1269,22-23,391.0,BLESS,5. no evidence for borrowing,0.0,,,1,positive,wold_positive,siddhir astu,merestui,pos_0013967
mak,mak,Takia,the boundary,Social and political relations,Noun,1373.0,Takia-19-17-1,54588.0,29.0,29.0,taki1248,Tok Pisin,tokp1240,19-17,1010.0,BOUNDARY,1. clearly borrowed,1.0,,,1,positive,wold_positive,mak,mak,pos_0001348
upastha,bòot,Thai,the church,Religion and belief,Noun,21026.0,Thai-22-131-1,56724.0,23.0,23.0,thai1261,Sanskrit,sans1269,22-131,1349.0,CHURCH,1. clearly borrowed,1.0,,,1,positive,wold_positive,upastha,bòot,pos_0020024
"準備, zhǔn bèi",chuẩn bị,Vietnamese,ready,Time,Adjective,6662.0,Vietnamese-14-29-2,59372.0,24.0,24.0,viet1252,Chinese,mand1415,14-29,790.0,READY,1. clearly borrowed,1.0,,,1,positive,wold_positive,"準備, zhǔn bèi",chuẩn bị,pos_0006350
jeraq,ерак,Takia,the king,Social and political relations,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jeraq,ерак,cognate_external_0008857
corvus marinus,cormoran,Romanian,the cormorant,Animals,Noun,15416.0,Romanian-3-597-2,42982.0,8.0,8.0,roma1327,Late Latin,,3-597,840.0,CORMORANT,1. clearly borrowed,1.0,,,1,positive,wold_positive,corvus marinus,cormoran,pos_0014755
йөрәк,jurjak,English,the driver's license,Modern world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,йөрәк,jurjak,cognate_external_0001836
jerak,jurjak,Saramaccan,the hand,The body,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,jerak,jurjak,cognate_external_0002138
akšana,ašu,Selice Romani,the toe,The body,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akšana,ašu,cognate_external_0009063
kwasi,kuwasi,Kali'na,the pompom,Clothing and grooming,Noun,2927.0,Kalina-6-99906-1,22316.0,38.0,38.0,gali1262,Sranan,sran1240,6-99906,,,1. clearly borrowed,1.0,,,1,positive,wold_positive,kwasi,kuwasi,pos_0002842
akʃa,aši·ksna,English,the tent,The house,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,akʃa,aši·ksna,cognate_external_0009311
ašulgaftums,àbór,Bezhta,the town,Social and political relations,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ašulgaftums,àbór,noncognate_external_0010010
curɨk,jirak,Selice Romani,the sky,The physical world,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,curɨk,jirak,cognate_external_0007388
blanco,fülang,Mapudungun,white,Sense perception,Adjective,3457.0,Mapudungun-15-64-2,35317.0,41.0,41.0,mapu1245,Spanish,stan1288,15-64,1335.0,WHITE,1. clearly borrowed,1.0,,,1,positive,wold_positive,blanco,fülang,pos_0003369
jürak,măin,Wichí,the letter,Modern world,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,jürak,măin,noncognate_external_0010179
chumba,chumba,Iraqw,the room,The house,Noun,1669.0,Iraqw-7-21-1,18917.0,2.0,2.0,iraq1241,Swahili,swah1253,7-21,1450.0,ROOM,1. clearly borrowed,1.0,,,1,positive,wold_positive,chumba,chumba,pos_0001636
aŋga,ȡ͚͡ʑ̞̆̆ɪ̆ɹ̠̆̆ɰæ̽q̟ˁh,Lower Sorbian,the horn or trumpet,Speech and language,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,aŋga,ȡ͚͡ʑ̞̆̆ɪ̆ɹ̠̆̆ɰæ̽q̟ˁh,noncognate_external_0000311
sábado,nsabdo,Otomi,Saturday,Time,Noun,16799.0,Otomi-14-68-1,39856.0,35.0,35.0,mezq1235,Spanish,stan1288,14-68,1700.0,SATURDAY,1. clearly borrowed,1.0,,,1,positive,wold_positive,sábado,nsabdo,pos_0016000
ašulgaftums,akšə̑lgə̑ftan,Kanuri,the doubt,Cognition,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ašulgaftums,akšə̑lgə̑ftan,cognate_external_0003896
ákúp,dischóllo,Japanese,the mortar(2),The house,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,ákúp,dischóllo,noncognate_external_0001262
dalil,dàlíl,Kanuri,the cause,Cognition,Noun,17919.0,Kanuri-17-42-1,24480.0,5.0,5.0,cent2050,Arabic,stan1318,17-42,860.0,CAUSE,1. clearly borrowed,1.0,,,1,positive,wold_positive,dalil,dàlíl,pos_0017028
mínsə́rá,akšana,Archi,the young woman,Kinship,Noun,,,,,,,,,,,,,,,,0,noncognate_external,test_neg.txt,mínsə́rá,akšana,noncognate_external_0002839
ʐʏrjek,ȡ͚͡ʑ̞̆̆ɪ̆ɹ̠̆̆ɰæ̽q̟ˁh,Hawaiian,the bear,Animals,Noun,,,,,,,,,,,,,,,,0,cognate_external,test_pos.txt,ʐʏrjek,ȡ͚͡ʑ̞̆̆ɪ̆ɹ̠̆̆ɰæ̽q̟ˁh,cognate_external_0007340
s'aħħa,s'əħħ,Tarifiyt Berber,healthy,The body,Adjective,13511.0,TarifiytBerber-4-83-1,1731.0,6.0,6.0,tari1263,Classical Arabic,,4-83,1364.0,HEALTHY,1. clearly borrowed,1.0,,,1,positive,wold_positive,s'aħħa,s'əħħ,pos_0012942
evező,"ėvėdzó, ėvėzó",Selice Romani,the paddle,Motion,Noun,710.0,SeliceRomani-10-851-1,48730.0,9.0,9.0,west2376,Hungarian,hung1274,10-851,234.0,PADDLE,1. clearly borrowed,1.0,,,1,positive,wold_positive,evező,"ėvėdzó, ėvėzó",pos_0000697
τριάντα [triánda],trijanda,Selice Romani,thirty,Quantity,Function word,798.0,SeliceRomani-13-99906-1,48935.0,9.0,9.0,west2376,Greek,mode1248,13-99906,,,1. clearly borrowed,1.0,,,1,positive,wold_positive,τριάντα [triánda],trijanda,pos_0000785
